,emotion,img,aus
3469,angry,./data/images/images/train/angry/5633.jpg,"4,5,7,23"
3470,angry,./data/images/images/train/angry/564.jpg,"4,5,7,17,23"
3471,angry,./data/images/images/train/angry/5645.jpg,"4,5,7,10,23,25,27"
3472,angry,./data/images/images/train/angry/5655.jpg,"4,5,7,10,23,25,27"
3473,angry,./data/images/images/train/angry/5659.jpg,"4,5,7,17,24"
3474,angry,./data/images/images/train/angry/5661.jpg,"4,5,7,10,22,23,25,26"
3475,angry,./data/images/images/train/angry/5679.jpg,"4,5,7,10,22,23,25,26"
3476,angry,./data/images/images/train/angry/5682.jpg,"4,5,7,10,22,23,25,26"
3477,angry,./data/images/images/train/angry/5702.jpg,"4,5,7,17,23"
3478,angry,./data/images/images/train/angry/5711.jpg,"4,5,7,23"
3479,angry,./data/images/images/train/angry/5720.jpg,"4,5,7,23"
3480,angry,./data/images/images/train/angry/5737.jpg,"4,5,7,10,23,25,27"
3481,angry,./data/images/images/train/angry/5740.jpg,"4,5,7,17,24"
3482,angry,./data/images/images/train/angry/5747.jpg,"4,5,7,10,22,23,25,26"
3483,angry,./data/images/images/train/angry/5750.jpg,"4,5,7,10,22,23,25,26"
3484,angry,./data/images/images/train/angry/5761.jpg,"4,5,7,17,24"
3485,angry,./data/images/images/train/angry/5763.jpg,"4,5,7,23"
3486,angry,./data/images/images/train/angry/5791.jpg,"4,5,7,17,23"
3487,angry,./data/images/images/train/angry/581.jpg,"4,5,7,23"
3488,angry,./data/images/images/train/angry/5829.jpg,"4,5,7,17,23"
3489,angry,./data/images/images/train/angry/5832.jpg,"4,5,7,23"
3490,angry,./data/images/images/train/angry/5848.jpg,"4,5,7,10,23,25,27"
3491,angry,./data/images/images/train/angry/5850.jpg,"4,5,7,10,23,25,27"
3492,angry,./data/images/images/train/angry/5863.jpg,"4,5,7,10,22,23,25,26"
3493,angry,./data/images/images/train/angry/5896.jpg,"4,5,7,17,24"
3494,angry,./data/images/images/train/angry/5901.jpg,"4,5,7,10,23,25,27"
3495,angry,./data/images/images/train/angry/5907.jpg,"4,5,7,17,24"
3496,angry,./data/images/images/train/angry/5925.jpg,"4,5,7,17,24"
3497,angry,./data/images/images/train/angry/5933.jpg,"4,5,7,17,24"
3498,angry,./data/images/images/train/angry/5934.jpg,"4,5,7,17,23"
3499,angry,./data/images/images/train/angry/5937.jpg,"4,5,7,17,23"
3500,angry,./data/images/images/train/angry/5939.jpg,"4,5,7,23"
3501,angry,./data/images/images/train/angry/5947.jpg,"4,5,7,17,23"
3502,angry,./data/images/images/train/angry/5952.jpg,"4,5,7,17,23"
3503,angry,./data/images/images/train/angry/5956.jpg,"4,5,7,17,24"
3504,angry,./data/images/images/train/angry/5967.jpg,"4,5,7,17,24"
3505,angry,./data/images/images/train/angry/6002.jpg,"4,5,7,17,23"
3506,angry,./data/images/images/train/angry/6021.jpg,"4,5,7,23"
3507,angry,./data/images/images/train/angry/6023.jpg,"4,5,7,17,24"
3508,angry,./data/images/images/train/angry/6024.jpg,"4,5,7,23"
3509,angry,./data/images/images/train/angry/6055.jpg,"4,5,7,10,22,23,25,26"
3510,angry,./data/images/images/train/angry/6082.jpg,"4,5,7,17,24"
3511,angry,./data/images/images/train/angry/6090.jpg,"4,5,7,17,24"
3512,angry,./data/images/images/train/angry/6092.jpg,"4,5,7,23"
3513,angry,./data/images/images/train/angry/6101.jpg,"4,5,7,10,23,25,27"
3514,angry,./data/images/images/train/angry/6105.jpg,"4,5,7,17,24"
3515,angry,./data/images/images/train/angry/6107.jpg,"4,5,7,23"
3516,angry,./data/images/images/train/angry/6115.jpg,"4,5,7,17,24"
3517,angry,./data/images/images/train/angry/612.jpg,"4,5,7,10,23,25,27"
3518,angry,./data/images/images/train/angry/6121.jpg,"4,5,7,10,23,25,27"
3519,angry,./data/images/images/train/angry/6122.jpg,"4,5,7,10,22,23,25,26"
3520,angry,./data/images/images/train/angry/6130.jpg,"4,5,7,17,24"
3521,angry,./data/images/images/train/angry/6131.jpg,"4,5,7,17,24"
3522,angry,./data/images/images/train/angry/6134.jpg,"4,5,7,23"
3523,angry,./data/images/images/train/angry/6168.jpg,"4,5,7,17,23"
3524,angry,./data/images/images/train/angry/617.jpg,"4,5,7,10,22,23,25,26"
3525,angry,./data/images/images/train/angry/6171.jpg,"4,5,7,17,24"
3526,angry,./data/images/images/train/angry/6201.jpg,"4,5,7,17,24"
3527,angry,./data/images/images/train/angry/6208.jpg,"4,5,7,17,24"
3528,angry,./data/images/images/train/angry/6223.jpg,"4,5,7,10,23,25,27"
3529,angry,./data/images/images/train/angry/6228.jpg,"4,5,7,23"
3530,angry,./data/images/images/train/angry/6235.jpg,"4,5,7,17,23"
3531,angry,./data/images/images/train/angry/6244.jpg,"4,5,7,23"
3532,angry,./data/images/images/train/angry/625.jpg,"4,5,7,10,23,25,27"
3533,angry,./data/images/images/train/angry/6259.jpg,"4,5,7,17,23"
3534,angry,./data/images/images/train/angry/6270.jpg,"4,5,7,17,24"
3535,angry,./data/images/images/train/angry/6282.jpg,"4,5,7,10,22,23,25,26"
3536,angry,./data/images/images/train/angry/6286.jpg,"4,5,7,10,22,23,25,26"
3537,angry,./data/images/images/train/angry/6293.jpg,"4,5,7,17,24"
3538,angry,./data/images/images/train/angry/6294.jpg,"4,5,7,23"
3539,angry,./data/images/images/train/angry/6299.jpg,"4,5,7,10,23,25,27"
3540,angry,./data/images/images/train/angry/6314.jpg,"4,5,7,17,23"
3541,angry,./data/images/images/train/angry/6316.jpg,"4,5,7,10,23,25,27"
3542,angry,./data/images/images/train/angry/6317.jpg,"4,5,7,17,24"
3543,angry,./data/images/images/train/angry/6319.jpg,"4,5,7,10,22,23,25,26"
3544,angry,./data/images/images/train/angry/6339.jpg,"4,5,7,10,23,25,27"
3545,angry,./data/images/images/train/angry/6355.jpg,"4,5,7,17,23"
3546,angry,./data/images/images/train/angry/636.jpg,"4,5,7,17,23"
3547,angry,./data/images/images/train/angry/6371.jpg,"4,5,7,10,23,25,27"
3548,angry,./data/images/images/train/angry/6404.jpg,"4,5,7,10,23,25,27"
3549,angry,./data/images/images/train/angry/6409.jpg,"4,5,7,10,23,25,27"
3550,angry,./data/images/images/train/angry/6413.jpg,"4,5,7,10,22,23,25,26"
3551,angry,./data/images/images/train/angry/6424.jpg,"4,5,7,17,24"
3552,angry,./data/images/images/train/angry/6428.jpg,"4,5,7,17,24"
3553,angry,./data/images/images/train/angry/6442.jpg,"4,5,7,17,23"
3554,angry,./data/images/images/train/angry/6458.jpg,"4,5,7,10,22,23,25,26"
3555,angry,./data/images/images/train/angry/6479.jpg,"4,5,7,17,24"
3556,angry,./data/images/images/train/angry/6490.jpg,"4,5,7,17,24"
3557,angry,./data/images/images/train/angry/6491.jpg,"4,5,7,23"
3558,angry,./data/images/images/train/angry/6493.jpg,"4,5,7,23"
3559,angry,./data/images/images/train/angry/6498.jpg,"4,5,7,17,24"
3560,angry,./data/images/images/train/angry/6501.jpg,"4,5,7,17,24"
3561,angry,./data/images/images/train/angry/6512.jpg,"4,5,7,23"
3562,angry,./data/images/images/train/angry/6516.jpg,"4,5,7,10,23,25,27"
3563,angry,./data/images/images/train/angry/6519.jpg,"4,5,7,17,23"
3564,angry,./data/images/images/train/angry/6520.jpg,"4,5,7,17,23"
3565,angry,./data/images/images/train/angry/6530.jpg,"4,5,7,17,24"
3566,angry,./data/images/images/train/angry/6531.jpg,"4,5,7,17,23"
3567,angry,./data/images/images/train/angry/6556.jpg,"4,5,7,10,23,25,27"
3568,angry,./data/images/images/train/angry/6573.jpg,"4,5,7,23"
3569,angry,./data/images/images/train/angry/6575.jpg,"4,5,7,17,23"
3570,angry,./data/images/images/train/angry/6576.jpg,"4,5,7,10,22,23,25,26"
3571,angry,./data/images/images/train/angry/6589.jpg,"4,5,7,17,24"
3572,angry,./data/images/images/train/angry/6620.jpg,"4,5,7,10,22,23,25,26"
3573,angry,./data/images/images/train/angry/6629.jpg,"4,5,7,17,23"
3574,angry,./data/images/images/train/angry/6632.jpg,"4,5,7,17,23"
3575,angry,./data/images/images/train/angry/6642.jpg,"4,5,7,17,23"
3576,angry,./data/images/images/train/angry/6672.jpg,"4,5,7,10,23,25,27"
3577,angry,./data/images/images/train/angry/6674.jpg,"4,5,7,23"
3578,angry,./data/images/images/train/angry/6687.jpg,"4,5,7,17,23"
3579,angry,./data/images/images/train/angry/6694.jpg,"4,5,7,17,24"
3580,angry,./data/images/images/train/angry/6697.jpg,"4,5,7,23"
3581,angry,./data/images/images/train/angry/6701.jpg,"4,5,7,23"
3582,angry,./data/images/images/train/angry/6702.jpg,"4,5,7,10,23,25,27"
3583,angry,./data/images/images/train/angry/671.jpg,"4,5,7,23"
3584,angry,./data/images/images/train/angry/6731.jpg,"4,5,7,10,23,25,27"
3585,angry,./data/images/images/train/angry/6738.jpg,"4,5,7,23"
3586,angry,./data/images/images/train/angry/6752.jpg,"4,5,7,17,23"
3587,angry,./data/images/images/train/angry/6765.jpg,"4,5,7,23"
3588,angry,./data/images/images/train/angry/677.jpg,"4,5,7,10,23,25,27"
3589,angry,./data/images/images/train/angry/6789.jpg,"4,5,7,17,24"
3590,angry,./data/images/images/train/angry/68.jpg,"4,5,7,10,22,23,25,26"
3591,angry,./data/images/images/train/angry/6812.jpg,"4,5,7,10,22,23,25,26"
3592,angry,./data/images/images/train/angry/6853.jpg,"4,5,7,10,23,25,27"
3593,angry,./data/images/images/train/angry/6889.jpg,"4,5,7,23"
3594,angry,./data/images/images/train/angry/6898.jpg,"4,5,7,23"
3595,angry,./data/images/images/train/angry/6907.jpg,"4,5,7,23"
3596,angry,./data/images/images/train/angry/6912.jpg,"4,5,7,17,24"
3597,angry,./data/images/images/train/angry/6918.jpg,"4,5,7,23"
3598,angry,./data/images/images/train/angry/6919.jpg,"4,5,7,23"
3599,angry,./data/images/images/train/angry/6927.jpg,"4,5,7,10,22,23,25,26"
3600,angry,./data/images/images/train/angry/6929.jpg,"4,5,7,10,22,23,25,26"
3601,angry,./data/images/images/train/angry/6940.jpg,"4,5,7,10,22,23,25,26"
3602,angry,./data/images/images/train/angry/6944.jpg,"4,5,7,17,24"
3603,angry,./data/images/images/train/angry/6948.jpg,"4,5,7,10,22,23,25,26"
3604,angry,./data/images/images/train/angry/6952.jpg,"4,5,7,23"
3605,angry,./data/images/images/train/angry/6959.jpg,"4,5,7,23"
3606,angry,./data/images/images/train/angry/700.jpg,"4,5,7,17,24"
3607,angry,./data/images/images/train/angry/7004.jpg,"4,5,7,17,24"
3608,angry,./data/images/images/train/angry/7007.jpg,"4,5,7,10,22,23,25,26"
3609,angry,./data/images/images/train/angry/7011.jpg,"4,5,7,17,24"
3610,angry,./data/images/images/train/angry/7019.jpg,"4,5,7,17,23"
3611,angry,./data/images/images/train/angry/704.jpg,"4,5,7,17,24"
3612,angry,./data/images/images/train/angry/7046.jpg,"4,5,7,17,23"
3613,angry,./data/images/images/train/angry/7057.jpg,"4,5,7,10,23,25,27"
3614,angry,./data/images/images/train/angry/7066.jpg,"4,5,7,10,22,23,25,26"
3615,angry,./data/images/images/train/angry/7082.jpg,"4,5,7,10,23,25,27"
3616,angry,./data/images/images/train/angry/7083.jpg,"4,5,7,23"
3617,angry,./data/images/images/train/angry/7086.jpg,"4,5,7,10,22,23,25,26"
3618,angry,./data/images/images/train/angry/7088.jpg,"4,5,7,23"
3619,angry,./data/images/images/train/angry/7090.jpg,"4,5,7,10,23,25,27"
3620,angry,./data/images/images/train/angry/7093.jpg,"4,5,7,10,22,23,25,26"
3621,angry,./data/images/images/train/angry/7096.jpg,"4,5,7,17,24"
3622,angry,./data/images/images/train/angry/7098.jpg,"4,5,7,23"
3623,angry,./data/images/images/train/angry/7104.jpg,"4,5,7,23"
3624,angry,./data/images/images/train/angry/7134.jpg,"4,5,7,17,23"
3625,angry,./data/images/images/train/angry/714.jpg,"4,5,7,23"
3626,angry,./data/images/images/train/angry/7142.jpg,"4,5,7,23"
3627,angry,./data/images/images/train/angry/716.jpg,"4,5,7,10,23,25,27"
3628,angry,./data/images/images/train/angry/7167.jpg,"4,5,7,17,24"
3629,angry,./data/images/images/train/angry/7177.jpg,"4,5,7,10,23,25,27"
3630,angry,./data/images/images/train/angry/7180.jpg,"4,5,7,10,23,25,27"
3631,angry,./data/images/images/train/angry/7184.jpg,"4,5,7,17,24"
3632,angry,./data/images/images/train/angry/7187.jpg,"4,5,7,10,22,23,25,26"
3633,angry,./data/images/images/train/angry/7197.jpg,"4,5,7,10,22,23,25,26"
3634,angry,./data/images/images/train/angry/7199.jpg,"4,5,7,17,23"
3635,angry,./data/images/images/train/angry/7202.jpg,"4,5,7,10,23,25,27"
3636,angry,./data/images/images/train/angry/7216.jpg,"4,5,7,10,23,25,27"
3637,angry,./data/images/images/train/angry/7222.jpg,"4,5,7,10,22,23,25,26"
3638,angry,./data/images/images/train/angry/7238.jpg,"4,5,7,17,23"
3639,angry,./data/images/images/train/angry/7241.jpg,"4,5,7,17,23"
3640,angry,./data/images/images/train/angry/7247.jpg,"4,5,7,10,22,23,25,26"
3641,angry,./data/images/images/train/angry/7248.jpg,"4,5,7,23"
3642,angry,./data/images/images/train/angry/7259.jpg,"4,5,7,23"
3643,angry,./data/images/images/train/angry/7262.jpg,"4,5,7,10,23,25,27"
3644,angry,./data/images/images/train/angry/7267.jpg,"4,5,7,10,22,23,25,26"
3645,angry,./data/images/images/train/angry/7281.jpg,"4,5,7,17,23"
3646,angry,./data/images/images/train/angry/7296.jpg,"4,5,7,23"
3647,angry,./data/images/images/train/angry/7300.jpg,"4,5,7,17,23"
3648,angry,./data/images/images/train/angry/7303.jpg,"4,5,7,17,24"
3649,angry,./data/images/images/train/angry/7322.jpg,"4,5,7,23"
3650,angry,./data/images/images/train/angry/7323.jpg,"4,5,7,17,23"
3651,angry,./data/images/images/train/angry/7325.jpg,"4,5,7,17,24"
3652,angry,./data/images/images/train/angry/7328.jpg,"4,5,7,23"
3653,angry,./data/images/images/train/angry/7341.jpg,"4,5,7,23"
3654,angry,./data/images/images/train/angry/7346.jpg,"4,5,7,17,23"
3655,angry,./data/images/images/train/angry/7351.jpg,"4,5,7,17,23"
3656,angry,./data/images/images/train/angry/7358.jpg,"4,5,7,10,22,23,25,26"
3657,angry,./data/images/images/train/angry/7360.jpg,"4,5,7,10,23,25,27"
3658,angry,./data/images/images/train/angry/7362.jpg,"4,5,7,10,22,23,25,26"
3659,angry,./data/images/images/train/angry/7363.jpg,"4,5,7,10,22,23,25,26"
3660,angry,./data/images/images/train/angry/7370.jpg,"4,5,7,10,22,23,25,26"
3661,angry,./data/images/images/train/angry/7374.jpg,"4,5,7,10,22,23,25,26"
3662,angry,./data/images/images/train/angry/7377.jpg,"4,5,7,10,22,23,25,26"
3663,angry,./data/images/images/train/angry/7389.jpg,"4,5,7,17,23"
3664,angry,./data/images/images/train/angry/7390.jpg,"4,5,7,17,23"
3665,angry,./data/images/images/train/angry/74.jpg,"4,5,7,17,23"
3666,angry,./data/images/images/train/angry/740.jpg,"4,5,7,10,23,25,27"
3667,angry,./data/images/images/train/angry/7415.jpg,"4,5,7,17,23"
3668,angry,./data/images/images/train/angry/7417.jpg,"4,5,7,17,24"
3669,angry,./data/images/images/train/angry/7418.jpg,"4,5,7,17,24"
3670,angry,./data/images/images/train/angry/743.jpg,"4,5,7,10,23,25,27"
3671,angry,./data/images/images/train/angry/7457.jpg,"4,5,7,17,23"
3672,angry,./data/images/images/train/angry/7465.jpg,"4,5,7,10,23,25,27"
3673,angry,./data/images/images/train/angry/7471.jpg,"4,5,7,10,22,23,25,26"
3674,angry,./data/images/images/train/angry/7482.jpg,"4,5,7,10,22,23,25,26"
3675,angry,./data/images/images/train/angry/7484.jpg,"4,5,7,10,22,23,25,26"
3676,angry,./data/images/images/train/angry/7487.jpg,"4,5,7,10,22,23,25,26"
3677,angry,./data/images/images/train/angry/7489.jpg,"4,5,7,10,23,25,27"
3678,angry,./data/images/images/train/angry/7491.jpg,"4,5,7,17,23"
3679,angry,./data/images/images/train/angry/7496.jpg,"4,5,7,23"
3680,angry,./data/images/images/train/angry/7504.jpg,"4,5,7,10,22,23,25,26"
3681,angry,./data/images/images/train/angry/7508.jpg,"4,5,7,23"
3682,angry,./data/images/images/train/angry/7509.jpg,"4,5,7,10,22,23,25,26"
3683,angry,./data/images/images/train/angry/7514.jpg,"4,5,7,17,23"
3684,angry,./data/images/images/train/angry/7524.jpg,"4,5,7,17,23"
3685,angry,./data/images/images/train/angry/7529.jpg,"4,5,7,17,23"
3686,angry,./data/images/images/train/angry/7533.jpg,"4,5,7,23"
3687,angry,./data/images/images/train/angry/7539.jpg,"4,5,7,17,24"
3688,angry,./data/images/images/train/angry/7545.jpg,"4,5,7,17,23"
3689,angry,./data/images/images/train/angry/7552.jpg,"4,5,7,17,24"
3690,angry,./data/images/images/train/angry/756.jpg,"4,5,7,17,23"
3691,angry,./data/images/images/train/angry/7572.jpg,"4,5,7,10,23,25,27"
3692,angry,./data/images/images/train/angry/7578.jpg,"4,5,7,23"
3693,angry,./data/images/images/train/angry/7581.jpg,"4,5,7,10,22,23,25,26"
3694,angry,./data/images/images/train/angry/7584.jpg,"4,5,7,10,23,25,27"
3695,angry,./data/images/images/train/angry/7587.jpg,"4,5,7,17,23"
3696,angry,./data/images/images/train/angry/76.jpg,"4,5,7,17,24"
3697,angry,./data/images/images/train/angry/7620.jpg,"4,5,7,23"
3698,angry,./data/images/images/train/angry/7636.jpg,"4,5,7,10,23,25,27"
3699,angry,./data/images/images/train/angry/7637.jpg,"4,5,7,23"
3700,angry,./data/images/images/train/angry/765.jpg,"4,5,7,10,22,23,25,26"
3701,angry,./data/images/images/train/angry/7651.jpg,"4,5,7,10,22,23,25,26"
3702,angry,./data/images/images/train/angry/7656.jpg,"4,5,7,23"
3703,angry,./data/images/images/train/angry/7669.jpg,"4,5,7,10,22,23,25,26"
3704,angry,./data/images/images/train/angry/7673.jpg,"4,5,7,17,24"
3705,angry,./data/images/images/train/angry/7688.jpg,"4,5,7,17,24"
3706,angry,./data/images/images/train/angry/7693.jpg,"4,5,7,10,22,23,25,26"
3707,angry,./data/images/images/train/angry/77.jpg,"4,5,7,10,22,23,25,26"
3708,angry,./data/images/images/train/angry/7711.jpg,"4,5,7,10,23,25,27"
3709,angry,./data/images/images/train/angry/7732.jpg,"4,5,7,10,23,25,27"
3710,angry,./data/images/images/train/angry/7752.jpg,"4,5,7,17,23"
3711,angry,./data/images/images/train/angry/7778.jpg,"4,5,7,23"
3712,angry,./data/images/images/train/angry/7779.jpg,"4,5,7,23"
3713,angry,./data/images/images/train/angry/778.jpg,"4,5,7,17,23"
3714,angry,./data/images/images/train/angry/7790.jpg,"4,5,7,10,23,25,27"
3715,angry,./data/images/images/train/angry/7796.jpg,"4,5,7,17,23"
3716,angry,./data/images/images/train/angry/7797.jpg,"4,5,7,23"
3717,angry,./data/images/images/train/angry/7798.jpg,"4,5,7,17,23"
3718,angry,./data/images/images/train/angry/7807.jpg,"4,5,7,10,23,25,27"
3719,angry,./data/images/images/train/angry/7818.jpg,"4,5,7,10,23,25,27"
3720,angry,./data/images/images/train/angry/7826.jpg,"4,5,7,17,24"
3721,angry,./data/images/images/train/angry/7833.jpg,"4,5,7,10,22,23,25,26"
3722,angry,./data/images/images/train/angry/7838.jpg,"4,5,7,17,23"
3723,angry,./data/images/images/train/angry/7854.jpg,"4,5,7,17,24"
3724,angry,./data/images/images/train/angry/7862.jpg,"4,5,7,17,24"
3725,angry,./data/images/images/train/angry/7898.jpg,"4,5,7,17,24"
3726,angry,./data/images/images/train/angry/7899.jpg,"4,5,7,10,23,25,27"
3727,angry,./data/images/images/train/angry/790.jpg,"4,5,7,10,23,25,27"
3728,angry,./data/images/images/train/angry/7911.jpg,"4,5,7,10,22,23,25,26"
3729,angry,./data/images/images/train/angry/7914.jpg,"4,5,7,17,23"
3730,angry,./data/images/images/train/angry/7918.jpg,"4,5,7,17,24"
3731,angry,./data/images/images/train/angry/7921.jpg,"4,5,7,10,22,23,25,26"
3732,angry,./data/images/images/train/angry/7924.jpg,"4,5,7,23"
3733,angry,./data/images/images/train/angry/7925.jpg,"4,5,7,17,24"
3734,angry,./data/images/images/train/angry/7956.jpg,"4,5,7,10,23,25,27"
3735,angry,./data/images/images/train/angry/7965.jpg,"4,5,7,17,24"
3736,angry,./data/images/images/train/angry/797.jpg,"4,5,7,23"
3737,angry,./data/images/images/train/angry/7983.jpg,"4,5,7,23"
3738,angry,./data/images/images/train/angry/7998.jpg,"4,5,7,17,23"
3739,angry,./data/images/images/train/angry/7999.jpg,"4,5,7,10,23,25,27"
3740,angry,./data/images/images/train/angry/8010.jpg,"4,5,7,23"
3741,angry,./data/images/images/train/angry/8014.jpg,"4,5,7,10,23,25,27"
3742,angry,./data/images/images/train/angry/8017.jpg,"4,5,7,23"
3743,angry,./data/images/images/train/angry/8024.jpg,"4,5,7,10,22,23,25,26"
3744,angry,./data/images/images/train/angry/8047.jpg,"4,5,7,17,24"
3745,angry,./data/images/images/train/angry/8051.jpg,"4,5,7,17,24"
3746,angry,./data/images/images/train/angry/8069.jpg,"4,5,7,17,23"
3747,angry,./data/images/images/train/angry/8077.jpg,"4,5,7,17,24"
3748,angry,./data/images/images/train/angry/8092.jpg,"4,5,7,23"
3749,angry,./data/images/images/train/angry/8113.jpg,"4,5,7,23"
3750,angry,./data/images/images/train/angry/8120.jpg,"4,5,7,17,24"
3751,angry,./data/images/images/train/angry/8124.jpg,"4,5,7,10,23,25,27"
3752,angry,./data/images/images/train/angry/8134.jpg,"4,5,7,17,23"
3753,angry,./data/images/images/train/angry/8149.jpg,"4,5,7,10,22,23,25,26"
3754,angry,./data/images/images/train/angry/8150.jpg,"4,5,7,10,23,25,27"
3755,angry,./data/images/images/train/angry/8160.jpg,"4,5,7,10,22,23,25,26"
3756,angry,./data/images/images/train/angry/8162.jpg,"4,5,7,23"
3757,angry,./data/images/images/train/angry/8166.jpg,"4,5,7,10,22,23,25,26"
3758,angry,./data/images/images/train/angry/8168.jpg,"4,5,7,17,24"
3759,angry,./data/images/images/train/angry/8169.jpg,"4,5,7,23"
3760,angry,./data/images/images/train/angry/8182.jpg,"4,5,7,23"
3761,angry,./data/images/images/train/angry/8183.jpg,"4,5,7,17,23"
3762,angry,./data/images/images/train/angry/8194.jpg,"4,5,7,17,23"
3763,angry,./data/images/images/train/angry/8201.jpg,"4,5,7,17,23"
3764,angry,./data/images/images/train/angry/8202.jpg,"4,5,7,10,23,25,27"
3765,angry,./data/images/images/train/angry/8221.jpg,"4,5,7,17,23"
3766,angry,./data/images/images/train/angry/8224.jpg,"4,5,7,10,22,23,25,26"
3767,angry,./data/images/images/train/angry/823.jpg,"4,5,7,17,23"
3768,angry,./data/images/images/train/angry/824.jpg,"4,5,7,17,23"
3769,angry,./data/images/images/train/angry/8245.jpg,"4,5,7,23"
3770,angry,./data/images/images/train/angry/8253.jpg,"4,5,7,10,23,25,27"
3771,angry,./data/images/images/train/angry/8255.jpg,"4,5,7,17,23"
3772,angry,./data/images/images/train/angry/8270.jpg,"4,5,7,17,23"
3773,angry,./data/images/images/train/angry/8271.jpg,"4,5,7,10,22,23,25,26"
3774,angry,./data/images/images/train/angry/8272.jpg,"4,5,7,10,23,25,27"
3775,angry,./data/images/images/train/angry/8273.jpg,"4,5,7,10,22,23,25,26"
3776,angry,./data/images/images/train/angry/8278.jpg,"4,5,7,23"
3777,angry,./data/images/images/train/angry/8286.jpg,"4,5,7,23"
3778,angry,./data/images/images/train/angry/8289.jpg,"4,5,7,10,23,25,27"
3779,angry,./data/images/images/train/angry/8320.jpg,"4,5,7,10,22,23,25,26"
3780,angry,./data/images/images/train/angry/8323.jpg,"4,5,7,17,24"
3781,angry,./data/images/images/train/angry/8330.jpg,"4,5,7,17,23"
3782,angry,./data/images/images/train/angry/834.jpg,"4,5,7,17,24"
3783,angry,./data/images/images/train/angry/835.jpg,"4,5,7,17,23"
3784,angry,./data/images/images/train/angry/8358.jpg,"4,5,7,23"
3785,angry,./data/images/images/train/angry/8371.jpg,"4,5,7,10,23,25,27"
3786,angry,./data/images/images/train/angry/8396.jpg,"4,5,7,17,24"
3787,angry,./data/images/images/train/angry/8412.jpg,"4,5,7,10,22,23,25,26"
3788,angry,./data/images/images/train/angry/8413.jpg,"4,5,7,17,23"
3789,angry,./data/images/images/train/angry/8422.jpg,"4,5,7,10,23,25,27"
3790,angry,./data/images/images/train/angry/8423.jpg,"4,5,7,17,23"
3791,angry,./data/images/images/train/angry/8431.jpg,"4,5,7,10,22,23,25,26"
3792,angry,./data/images/images/train/angry/8432.jpg,"4,5,7,17,23"
3793,angry,./data/images/images/train/angry/8438.jpg,"4,5,7,23"
3794,angry,./data/images/images/train/angry/8458.jpg,"4,5,7,17,24"
3795,angry,./data/images/images/train/angry/8465.jpg,"4,5,7,17,24"
3796,angry,./data/images/images/train/angry/8472.jpg,"4,5,7,23"
3797,angry,./data/images/images/train/angry/8482.jpg,"4,5,7,10,23,25,27"
3798,angry,./data/images/images/train/angry/8487.jpg,"4,5,7,10,23,25,27"
3799,angry,./data/images/images/train/angry/850.jpg,"4,5,7,10,22,23,25,26"
3800,angry,./data/images/images/train/angry/8500.jpg,"4,5,7,23"
3801,angry,./data/images/images/train/angry/851.jpg,"4,5,7,23"
3802,angry,./data/images/images/train/angry/8513.jpg,"4,5,7,17,23"
3803,angry,./data/images/images/train/angry/8515.jpg,"4,5,7,10,23,25,27"
3804,angry,./data/images/images/train/angry/8519.jpg,"4,5,7,10,23,25,27"
3805,angry,./data/images/images/train/angry/8528.jpg,"4,5,7,10,23,25,27"
3806,angry,./data/images/images/train/angry/8535.jpg,"4,5,7,10,22,23,25,26"
3807,angry,./data/images/images/train/angry/8545.jpg,"4,5,7,10,22,23,25,26"
3808,angry,./data/images/images/train/angry/8547.jpg,"4,5,7,17,24"
3809,angry,./data/images/images/train/angry/8549.jpg,"4,5,7,10,23,25,27"
3810,angry,./data/images/images/train/angry/8550.jpg,"4,5,7,17,23"
3811,angry,./data/images/images/train/angry/860.jpg,"4,5,7,17,23"
3812,angry,./data/images/images/train/angry/8608.jpg,"4,5,7,10,23,25,27"
3813,angry,./data/images/images/train/angry/8609.jpg,"4,5,7,10,23,25,27"
3814,angry,./data/images/images/train/angry/8627.jpg,"4,5,7,23"
3815,angry,./data/images/images/train/angry/8630.jpg,"4,5,7,17,24"
3816,angry,./data/images/images/train/angry/8633.jpg,"4,5,7,23"
3817,angry,./data/images/images/train/angry/8668.jpg,"4,5,7,10,23,25,27"
3818,angry,./data/images/images/train/angry/8678.jpg,"4,5,7,10,22,23,25,26"
3819,angry,./data/images/images/train/angry/8684.jpg,"4,5,7,17,23"
3820,angry,./data/images/images/train/angry/8706.jpg,"4,5,7,10,22,23,25,26"
3821,angry,./data/images/images/train/angry/8710.jpg,"4,5,7,23"
3822,angry,./data/images/images/train/angry/8716.jpg,"4,5,7,10,22,23,25,26"
3823,angry,./data/images/images/train/angry/8720.jpg,"4,5,7,10,23,25,27"
3824,angry,./data/images/images/train/angry/8721.jpg,"4,5,7,10,23,25,27"
3825,angry,./data/images/images/train/angry/8727.jpg,"4,5,7,10,23,25,27"
3826,angry,./data/images/images/train/angry/8747.jpg,"4,5,7,17,23"
3827,angry,./data/images/images/train/angry/8749.jpg,"4,5,7,10,22,23,25,26"
3828,angry,./data/images/images/train/angry/876.jpg,"4,5,7,10,22,23,25,26"
3829,angry,./data/images/images/train/angry/8764.jpg,"4,5,7,10,22,23,25,26"
3830,angry,./data/images/images/train/angry/8767.jpg,"4,5,7,23"
3831,angry,./data/images/images/train/angry/8769.jpg,"4,5,7,17,24"
